,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Pacifica,US,37.6138,-122.4869,106.07,67,20,6.91,haze
469,Jurbarkas,LT,55.0778,22.7664,49.41,78,76,6.44,broken clouds
470,Saint-Joseph,RE,-21.3667,55.6167,68.38,74,23,7.0,few clouds
471,Ongandjera,NA,-17.8833,15.0667,71.22,17,0,10.36,clear sky
472,Sumter,US,28.7086,-82.0831,87.75,70,90,5.64,overcast clouds
473,Fare,PF,-16.7,-151.0167,77.41,77,3,20.02,light rain
474,Vila Praia De Ancora,PT,41.811,-8.8526,68.72,94,100,7.11,overcast clouds
475,Kavaratti,IN,10.5669,72.642,79.47,82,100,26.13,overcast clouds
476,Khorinsk,RU,52.1657,109.7726,51.73,80,94,1.54,overcast clouds
477,Batagay,RU,67.6333,134.6333,44.06,84,100,11.83,light rain
478,Honiara,SB,-9.4333,159.95,85.78,65,53,8.99,broken clouds
479,Oranjemund,NA,-28.55,16.4333,54.59,91,0,4.27,clear sky
480,Lazaro Cardenas,MX,17.9583,-102.2,84.34,69,54,9.24,broken clouds
481,Midland,US,31.9974,-102.0779,91.69,27,0,17.27,clear sky
482,Alberton,CA,46.8168,-64.0654,66.33,69,2,8.1,clear sky
483,Nara,JP,34.6851,135.8049,77.5,61,94,3.85,overcast clouds
484,Brandfort,ZA,-28.7001,26.4597,45.81,41,0,6.76,clear sky
485,Sao Felix Do Xingu,BR,-6.6447,-51.995,85.66,35,61,2.01,broken clouds
486,Uniontown,US,39.9001,-79.7164,74.95,41,62,3.67,broken clouds
487,Igarka,RU,67.4667,86.5833,31.68,84,100,12.01,overcast clouds
488,Lerwick,GB,60.1545,-1.1494,57.2,95,100,20.42,light rain
489,Macenta,GN,8.5435,-9.471,67.33,100,91,1.74,overcast clouds
490,Wajir,KE,1.7471,40.0573,74.3,58,35,18.19,scattered clouds
491,Outlook,CA,51.5001,-107.0513,93.24,13,60,15.41,broken clouds
492,Guerrero Negro,MX,27.9769,-114.0611,79.81,72,91,26.22,overcast clouds
493,Aksu,CN,41.1231,80.2644,71.78,20,0,2.48,clear sky
494,Arcata,US,40.8665,-124.0828,79.63,70,0,8.99,clear sky
495,Saskatoon,CA,52.1168,-106.6345,92.16,23,75,10.36,broken clouds
496,Uvalde,US,29.3669,-99.767,89.13,30,100,3.44,overcast clouds
497,Lom Sak,TH,16.7798,101.2422,76.89,100,75,0.0,broken clouds
498,Illapel,CL,-31.6308,-71.1653,51.71,71,75,5.28,broken clouds
499,Vardo,NO,70.3705,31.1107,42.78,81,100,11.5,overcast clouds
500,Laguna,US,38.421,-121.4238,110.08,13,0,9.22,clear sky
501,Shenjiamen,CN,29.9576,122.298,76.91,70,56,4.21,broken clouds
502,Taoudenni,ML,22.6783,-3.9836,97.84,14,12,7.14,few clouds
503,Zabol,AF,32.25,67.25,69.48,31,0,6.17,clear sky
504,Ossora,RU,59.2353,163.0719,54.19,87,99,8.93,overcast clouds
505,Samarai,PG,-10.6167,150.6667,81.27,78,37,9.19,scattered clouds
506,Ichinohe,JP,40.2069,141.3017,70.2,73,40,2.13,scattered clouds
507,Luderitz,NA,-26.6481,15.1594,57.74,78,0,10.33,clear sky
508,Kenitra,MA,34.261,-6.5802,61.56,82,70,4.32,broken clouds
509,Ambon,ID,-3.6954,128.1814,77.14,88,20,5.75,few clouds
510,Ullapool,GB,57.8987,-5.1604,55.49,93,58,5.82,broken clouds
511,Angoram,PG,-4.0625,144.0661,83.16,72,69,3.42,broken clouds
512,Urucara,BR,-2.5364,-57.76,87.19,46,51,2.08,broken clouds
513,Balykshi,KZ,47.0667,51.8667,50.0,57,0,8.95,clear sky
514,Puerto Escondido,MX,15.85,-97.0667,83.16,72,65,3.0,broken clouds
515,Tateyama,JP,34.9833,139.8667,78.1,79,89,12.33,overcast clouds
516,Bojnurd,IR,37.4747,57.329,71.55,60,0,13.8,clear sky
517,Samana,DO,19.2056,-69.3369,84.16,82,64,3.4,broken clouds
518,Grants,US,35.1473,-107.8514,88.03,12,0,8.05,clear sky
519,Acarau,BR,-2.8856,-40.12,78.12,78,3,18.25,clear sky
520,Simpang,ID,-1.2667,104.0833,71.11,98,100,2.44,overcast clouds
521,Bonfim,BR,3.0833,-59.95,81.21,72,91,4.81,overcast clouds
522,Anaconda,US,46.1285,-112.9423,90.59,14,58,18.19,broken clouds
523,Camana,PE,-16.6228,-72.7111,59.76,83,18,5.59,few clouds
524,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,81.59,25,26,3.0,scattered clouds
525,Isangel,VU,-19.55,169.2667,82.51,78,40,4.61,scattered clouds
526,Mongo,TD,12.1844,18.693,75.72,76,100,4.43,light rain
527,Eyl,SO,7.9803,49.8164,76.91,72,43,20.6,scattered clouds
528,Thinadhoo,MV,0.5333,72.9333,82.63,70,100,16.46,overcast clouds
529,Zaraza,VE,9.3503,-65.3245,77.59,87,100,2.91,overcast clouds
530,De-Kastri,RU,51.4667,140.7833,63.14,66,48,18.84,scattered clouds
531,Berlevag,NO,70.8578,29.0864,48.2,81,100,13.8,light intensity drizzle
532,Naco,MX,31.3347,-109.9483,84.29,36,94,17.47,overcast clouds
533,Tagab,AF,34.855,69.6492,73.26,64,0,1.43,clear sky
534,Robertson,US,36.5167,-86.8667,82.38,61,20,13.8,few clouds
535,Teknaf,BD,20.8624,92.3058,79.66,89,99,3.62,overcast clouds
536,Iskateley,RU,67.6803,53.1512,36.05,92,95,5.84,overcast clouds
537,Luganville,VU,-15.5333,167.1667,83.17,70,8,6.02,clear sky
538,Bull Savanna,JM,17.8868,-77.5902,79.56,78,52,1.74,broken clouds
539,Beira,MZ,-19.8436,34.8389,70.25,79,0,6.51,clear sky
540,Cap Malheureux,MU,-19.9842,57.6142,69.48,74,40,3.0,scattered clouds
541,Panama City,PA,8.9936,-79.5197,80.29,93,40,2.3,scattered clouds
542,San Patricio,US,28.017,-97.5169,89.92,48,88,6.17,overcast clouds
543,Avera,US,33.194,-82.5271,86.56,53,100,5.68,overcast clouds
544,Jiuquan,CN,39.7432,98.5174,66.24,20,0,4.59,clear sky
545,Port Moresby,PG,-9.4431,147.1797,80.02,89,75,3.44,haze
546,San Roque,ES,36.2107,-5.3842,76.03,47,89,12.66,overcast clouds
547,Mount Darwin,ZW,-16.7725,31.5838,56.48,69,0,4.23,clear sky
548,Alugan,PH,12.2188,125.4808,81.77,81,100,3.49,overcast clouds
549,Chapais,CA,49.7834,-74.8492,69.58,60,100,3.91,overcast clouds
550,Tocopilla,CL,-22.092,-70.1979,59.77,68,22,7.14,few clouds
551,Oxapampa,PE,-10.5775,-75.4017,63.0,77,84,1.48,broken clouds
552,Leh,IN,34.1667,77.5833,52.36,75,96,0.6,overcast clouds
553,Saint-Pierre,RE,-21.3393,55.4781,69.91,64,100,8.05,overcast clouds
554,Maine-Soroa,NE,13.2114,12.0241,81.82,65,79,3.36,light rain
555,Ushtobe,KZ,45.2514,77.9838,71.62,29,0,5.88,clear sky
556,Kurilsk,RU,45.2333,147.8833,62.42,80,58,6.24,broken clouds
557,Parkes,AU,-33.1333,148.1833,59.36,67,100,8.01,moderate rain
558,Fortuna,US,40.5982,-124.1573,80.1,73,91,3.0,overcast clouds
559,Dwarahat,IN,29.7833,79.4333,64.22,91,16,1.57,few clouds
560,Usinsk,RU,65.9939,57.5281,32.79,88,51,8.86,broken clouds
561,Kupang,ID,-10.1667,123.5833,76.84,72,23,5.68,few clouds
562,Capacuaro,MX,19.55,-102.05,60.75,93,93,2.24,overcast clouds
563,Phuket,TH,8.0,98.25,85.12,88,20,2.3,few clouds
564,Oyama,JP,36.3,139.8,78.58,93,100,3.62,light rain
565,Maragogi,BR,-9.0122,-35.2225,72.84,74,0,9.15,clear sky
566,Homer,US,59.6425,-151.5483,55.29,74,100,1.01,overcast clouds
567,Khash,IR,28.2211,61.2158,72.61,22,0,1.7,clear sky
568,Balkanabat,TM,39.5108,54.3671,79.86,35,90,2.53,overcast clouds
569,Kamaishi,JP,39.2667,141.8833,71.42,82,99,10.56,overcast clouds
570,Sioux Lookout,CA,50.1001,-91.917,75.27,38,20,9.22,few clouds
571,Palmares Do Sul,BR,-30.2578,-50.5097,61.68,85,41,7.0,scattered clouds
572,Yerbogachen,RU,61.2767,108.0108,37.74,91,86,5.26,overcast clouds
573,Newcastle,AU,-32.9272,151.7765,63.79,76,20,6.91,few clouds
574,Chirongui,YT,-12.9319,45.1483,75.13,72,6,6.69,clear sky
575,Vila Franca Do Campo,PT,37.7167,-25.4333,79.2,92,69,8.84,broken clouds
576,Aleksandrovka,UA,46.8383,32.7612,52.12,45,0,2.24,clear sky
577,Chaykovskiy,RU,56.7686,54.1148,46.11,94,100,6.02,overcast clouds
578,Inyonga,TZ,-6.7167,32.0667,72.91,44,79,8.21,broken clouds
579,Antofagasta,CL,-23.65,-70.4,58.28,82,27,4.59,scattered clouds
580,Aswan,EG,24.0934,32.907,85.01,34,0,10.36,clear sky
581,Almas,RO,46.2833,22.2333,60.94,83,47,5.08,scattered clouds
582,Naro Moru,KE,-0.1676,37.0213,54.16,94,99,9.33,overcast clouds
583,Gokak,IN,16.1667,74.8333,73.33,92,100,5.28,light rain
584,Porto Tolle,IT,44.9497,12.3245,75.16,79,85,9.55,overcast clouds
585,Piacabucu,BR,-10.4056,-36.4344,73.04,71,1,10.04,clear sky
586,Novi Sanzhary,UA,49.3439,34.3108,47.43,59,13,7.0,few clouds
587,Aguimes,ES,27.9054,-15.4461,72.23,73,75,24.16,broken clouds
588,Omboue,GA,-1.5746,9.2618,74.39,87,100,8.66,overcast clouds
589,Nileshwar,IN,12.25,75.1,76.82,91,100,8.5,overcast clouds
590,Quatre Cocos,MU,-20.2078,57.7625,69.91,69,80,8.63,broken clouds
591,Katobu,ID,-4.9408,122.5276,76.41,88,61,3.49,broken clouds
592,Inuvik,CA,68.3499,-133.7218,47.41,90,75,4.61,light intensity drizzle
593,Uruzgan,AF,32.8333,66.0,70.74,20,0,1.43,clear sky
594,Santiago Del Estero,AR,-27.7951,-64.2615,77.63,25,69,8.59,broken clouds
595,Urumqi,CN,43.801,87.6005,76.15,18,0,11.18,clear sky
596,Lagunas,PE,-5.2269,-75.6753,84.72,49,73,2.66,broken clouds
597,Shestakovo,RU,56.4915,103.96,51.4,93,100,6.15,overcast clouds
598,Hearst,CA,49.6835,-83.6665,75.45,51,2,0.69,clear sky
599,Jingdezhen,CN,29.2947,117.2079,74.97,64,98,3.47,overcast clouds
600,Odienne,CI,9.51,-7.5692,71.06,96,100,3.89,light rain
601,Inta,RU,66.0317,60.1659,32.41,89,53,5.5,broken clouds
602,Pavlovskiy,RU,57.8424,54.8436,42.17,97,97,4.9,overcast clouds
603,Escanaba,US,45.7453,-87.0646,75.51,72,20,6.91,few clouds
604,Baykit,RU,61.67,96.37,48.02,99,100,5.12,light rain
605,Svetlaya,RU,46.5389,138.3297,64.06,60,0,9.73,clear sky
606,Alcanena,PT,39.459,-8.6689,71.08,86,74,2.66,broken clouds
607,Ucluelet,CA,48.9329,-125.5528,68.31,72,2,8.01,clear sky
608,Warmbad,NA,-28.45,18.7333,66.16,16,0,3.98,clear sky
609,Safranbolu,TR,41.2508,32.6942,51.62,90,0,1.77,clear sky
610,Tokur,RU,53.1333,132.9,40.98,93,100,7.45,overcast clouds
611,Bawku,GH,11.0616,-0.2417,75.74,88,98,6.11,moderate rain
612,Woodland,US,38.6785,-121.7733,109.62,11,20,10.36,few clouds
613,Alegrete,BR,-29.7831,-55.7919,61.27,74,1,7.94,clear sky
614,Amapa,BR,1.0,-52.0,70.99,99,100,1.5,moderate rain
615,Mount Isa,AU,-20.7333,139.5,71.37,64,75,3.44,broken clouds
616,Ahuimanu,US,21.4447,-157.8378,87.51,59,40,13.8,scattered clouds
617,Anadyr,RU,64.75,177.4833,46.9,61,0,8.95,clear sky
618,Male,MV,4.1748,73.5089,82.35,83,75,13.8,broken clouds
619,Bloomfield,US,40.8068,-74.1854,73.06,80,100,10.36,overcast clouds
620,Adrar,MR,20.5022,-10.0711,97.75,15,3,9.13,clear sky
621,Teacapan,MX,22.55,-105.75,86.05,68,100,9.82,overcast clouds
622,Deputatskiy,RU,69.3,139.9,38.19,92,100,7.18,light rain
623,Roald,NO,62.5833,6.1333,55.76,93,32,4.61,scattered clouds
624,Qarchi Gak,AF,37.04,66.7889,80.15,13,0,9.15,clear sky
625,Dunedin,NZ,-45.8742,170.5036,46.8,70,98,1.01,overcast clouds
626,Gladstone,AU,-23.85,151.25,64.33,77,40,6.91,moderate rain
627,Mukdahan,TH,16.5833,104.5,72.93,95,99,4.45,overcast clouds
628,Mancio Lima,BR,-7.6142,-72.8958,86.07,70,20,4.61,smoke
629,Trofors,NO,65.5333,13.4063,40.87,83,90,3.91,overcast clouds
630,Pitimbu,BR,-7.4706,-34.8086,73.99,75,9,15.01,clear sky
631,Belousovka,KZ,50.1339,82.5239,56.25,38,75,4.47,broken clouds
632,Davila,PH,18.4726,120.5763,78.78,80,19,10.38,few clouds
633,Los Teques,VE,10.3445,-67.0433,69.01,89,92,2.89,overcast clouds
634,Salinopolis,BR,-0.6136,-47.3561,79.81,80,97,12.75,overcast clouds
635,Najran,SA,17.4924,44.1277,81.25,22,5,3.24,clear sky
636,Lapeer,US,43.0514,-83.3188,77.49,38,40,8.05,scattered clouds
637,Nizhniy Kuranakh,RU,58.8353,125.4869,42.01,89,97,10.18,overcast clouds
638,Odesskoye,RU,54.2111,72.9651,45.72,75,10,12.33,clear sky
639,Atbasar,KZ,51.8,68.3333,45.27,58,1,8.01,clear sky
640,Cap-Aux-Meules,CA,47.3821,-61.8597,62.65,67,40,5.75,scattered clouds
641,Progreso,MX,21.2833,-89.6667,82.11,73,52,10.31,broken clouds
642,Inirida,CO,3.8653,-67.9239,75.38,90,54,2.64,broken clouds
643,Karatau,KZ,43.1667,70.4667,63.68,32,0,4.65,clear sky
644,Ambanja,MG,-13.6833,48.45,70.72,84,97,3.85,overcast clouds
645,Shimoda,JP,34.6667,138.95,74.1,91,100,11.61,moderate rain
646,Lucapa,AO,-8.4192,20.7447,75.09,47,41,1.9,scattered clouds
647,Stromness,GB,58.965,-3.296,58.96,93,44,11.99,scattered clouds
648,Tadine,NC,-21.55,167.8833,72.81,79,98,11.83,overcast clouds
649,Hornepayne,CA,49.2138,-84.7705,68.72,46,0,2.51,clear sky
650,Tutoia,BR,-2.7619,-42.2744,79.0,78,28,13.04,scattered clouds
651,Sri Aman,MY,1.2376,111.4621,73.45,94,59,0.0,broken clouds
652,Pelym,RU,61.0108,61.9978,42.82,92,97,3.6,overcast clouds
653,Mount Pleasant,US,32.7941,-79.8626,90.3,72,0,8.05,clear sky
654,Kaeo,NZ,-35.1,173.7833,58.1,57,17,3.06,few clouds
655,Qaqortoq,GL,60.7167,-46.0333,43.2,93,34,3.33,scattered clouds
656,Yatou,CN,37.15,122.3833,68.86,69,0,2.75,clear sky
657,Kajaani,FI,64.2273,27.7285,33.85,93,20,1.14,few clouds
658,Berlin,DE,52.5244,13.4105,67.06,72,0,9.22,clear sky
659,Zlitan,LY,32.4674,14.5687,78.44,69,0,8.63,clear sky
660,Porto Novo,BJ,6.4965,2.6036,78.62,88,20,7.63,few clouds
661,Worthing,GB,50.8145,-0.3713,63.37,88,100,5.01,overcast clouds
662,Starkville,US,33.4504,-88.8184,82.27,89,0,0.0,clear sky
663,Nosy Varika,MG,-20.5833,48.5333,67.77,81,84,0.92,light rain
664,Illora,ES,37.2877,-3.8811,73.58,36,0,0.0,clear sky
665,Ulaangom,MN,49.9811,92.0667,60.98,26,50,3.13,scattered clouds
666,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,59.85,90,32,5.5,scattered clouds
667,Labytnangi,RU,66.6572,66.4183,33.17,92,73,3.71,broken clouds
668,Guadalupe Y Calvo,MX,26.1,-106.9667,61.32,86,99,1.57,overcast clouds
669,Manga,BF,11.6636,-1.0731,73.4,93,96,5.32,moderate rain
670,Esplanada,BR,-11.7961,-37.945,66.06,94,22,2.84,few clouds
671,Karpathos,GR,35.507,27.2132,75.16,78,0,24.16,clear sky
672,Chipinge,ZW,-20.1883,32.6236,55.6,87,43,5.28,scattered clouds
673,Key Largo,US,25.0865,-80.4473,85.98,67,5,8.28,clear sky
674,Khorramabad,IR,33.4878,48.3558,74.82,31,0,6.91,clear sky
675,Takoradi,GH,4.8845,-1.7554,74.17,93,5,7.49,clear sky
676,Namatanai,PG,-3.6667,152.4333,84.13,68,40,6.91,scattered clouds
677,Kozelsk,RU,54.0375,35.7716,44.87,96,98,5.55,overcast clouds
678,Manokwari,ID,-0.8667,134.0833,81.21,63,98,0.83,overcast clouds
679,Rajakhera,IN,26.8961,78.1714,85.37,54,18,5.14,few clouds
680,Hakkari,TR,37.5833,44.1667,60.58,36,20,4.61,few clouds
681,Asyut,EG,27.181,31.1837,80.78,44,0,9.93,clear sky
682,Eau Claire,US,44.8114,-91.4985,87.17,56,0,5.75,clear sky
683,Datong,CN,40.0936,113.2914,61.99,49,0,1.95,clear sky
684,Nouakchott,MR,18.0858,-15.9785,87.73,74,76,10.67,broken clouds
685,Mao,ES,39.8885,4.2658,79.36,89,0,8.05,clear sky
686,Puerto Narino,CO,-3.7703,-70.3831,80.4,66,75,1.57,broken clouds
687,Richards Bay,ZA,-28.783,32.0377,64.98,74,0,13.78,clear sky
688,Camacha,PT,33.0833,-16.3333,69.22,83,20,8.05,few clouds
689,Alekseyevsk,RU,57.8406,108.3492,42.8,86,91,3.6,overcast clouds
690,Kaniama,CD,-7.5667,24.1833,76.75,31,13,3.49,few clouds
691,Cabedelo,BR,-6.9811,-34.8339,74.07,77,8,16.98,clear sky
692,Praya,CV,14.9215,-23.5087,81.14,74,0,4.61,clear sky
693,Mana,GF,5.6592,-53.7767,79.16,82,15,9.51,few clouds
694,Pisco,PE,-13.7,-76.2167,62.65,77,100,10.36,overcast clouds
695,Qinhuangdao,CN,39.9317,119.5883,70.2,50,0,6.2,clear sky
696,Ukiah,US,39.1502,-123.2078,107.44,18,0,5.75,clear sky
697,Gushikawa,JP,26.3544,127.8686,81.63,82,0,6.91,clear sky
698,Alim,PH,9.5649,122.4876,81.93,76,100,2.15,overcast clouds
699,Mandiana,GN,10.6333,-8.6833,73.13,93,100,4.56,moderate rain
700,Haicheng,CN,40.8516,122.7475,65.61,72,0,7.11,clear sky
701,Morgan City,US,29.6994,-91.2068,77.0,80,48,7.16,scattered clouds
702,Beya,RU,53.0533,90.9139,63.09,53,94,7.16,overcast clouds
703,Saint-Junien,FR,45.8833,0.9,59.85,98,40,3.06,scattered clouds
704,Zunheboto,IN,25.9667,94.5167,64.24,96,100,2.95,overcast clouds
